Crash ID,Crash Severity,Crash Time,Day of Week,Manner of Collision,Speed Limit,Surface Condition,Surface Type,Surface Width,Weather Condition,Vehicle Body Style,Person Age,Person Alcohol Result,Person Drug Test Result,Person Ethnicity,Person Gender,y
19623970,N - NOT INJURED,18:08:00,SATURDAY,SAME DIRECTION - BOTH GOING STRAIGHT-REAR END,35,1 - DRY,No Data,No Data,1 - CLEAR,PC - POLICE CAR/TRUCK,37,No Data,99 - UNKNOWN,,1 - MALE,17
19499286,B - SUSPECTED MINOR INJURY,14:38:00,TUESDAY,SAME DIRECTION - ONE STRAIGHT-ONE RIGHT TURN,40,1 - DRY,No Data,No Data,1 - CLEAR,"P4 - PASSENGER CAR, 4-DOOR",No Data,No Data,97 - NOT APPLICABLE,99 - UNKNOWN,99 - UNKNOWN,82
19677649,C - POSSIBLE INJURY,02:36:00,SUNDAY,SAME DIRECTION - BOTH GOING STRAIGHT-REAR END,50,1 - DRY,No Data,48,1 - CLEAR,SV - SPORT UTILITY VEHICLE,28,No Data,No Data,W - WHITE,2 - FEMALE,153
19559836,C - POSSIBLE INJURY,19:22:00,THURSDAY,OPPOSITE DIRECTION - ONE STRAIGHT-ONE LEFT TURN,55,1 - DRY,No Data,72,,"P4 - PASSENGER CAR, 4-DOOR",38,No Data,No Data,W - WHITE,2 - FEMALE,48
19729931,N - NOT INJURED,17:40:00,TUESDAY,SAME DIRECTION - ONE STRAIGHT-ONE STOPPED,55,1 - DRY,No Data,,1 - CLEAR,SV - SPORT UTILITY VEHICLE,24,No Data,,B - BLACK,2 - FEMALE,35
19499286,B - SUSPECTED MINOR INJURY,,TUESDAY,SAME DIRECTION - ONE STRAIGHT-ONE RIGHT TURN,40,1 - DRY,No Data,No Data,1 - CLEAR,SV - SPORT UTILITY VEHICLE,,No Data,,,2 - FEMALE,82
19475402,N - NOT INJURED,02:00:00,SUNDAY,ONE MOTOR VEHICLE - GOING STRAIGHT,15,1 - DRY,No Data,No Data,1 - CLEAR,,22,No Data,97 - NOT APPLICABLE,W - WHITE,2 - FEMALE,1189
19696822,N - NOT INJURED,,WEDNESDAY,ANGLE - BOTH GOING STRAIGHT,45,1 - DRY,No Data,,1 - CLEAR,PK - PICKUP,12,,No Data,H - HISPANIC,2 - FEMALE,36
19705567,B - SUSPECTED MINOR INJURY,22:49:00,,SAME DIRECTION - BOTH GOING STRAIGHT-REAR END,50,1 - DRY,No Data,No Data,1 - CLEAR,,,No Data,99 - UNKNOWN,W - WHITE,1 - MALE,29
19556274,N - NOT INJURED,06:35:00,SATURDAY,ONE MOTOR VEHICLE - GOING STRAIGHT,45,1 - DRY,No Data,28,2 - CLOUDY,"P4 - PASSENGER CAR, 4-DOOR",27,,97 - NOT APPLICABLE,B - BLACK,1 - MALE,70
19470522,B - SUSPECTED MINOR INJURY,07:01:00,MONDAY,SAME DIRECTION - ONE STRAIGHT-ONE STOPPED,45,2 - WET,No Data,20,2 - CLOUDY,VN - VAN,7,No Data,,H - HISPANIC,2 - FEMALE,61
19705586,N - NOT INJURED,14:00:00,,SAME DIRECTION - BOTH GOING STRAIGHT-SIDESWIPE,70,1 - DRY,No Data,72,1 - CLEAR,SV - SPORT UTILITY VEHICLE,64,No Data,97 - NOT APPLICABLE,W - WHITE,1 - MALE,45
19519284,N - NOT INJURED,,SATURDAY,SAME DIRECTION - BOTH GOING STRAIGHT-REAR END,-1,1 - DRY,No Data,No Data,1 - CLEAR,SV - SPORT UTILITY VEHICLE,35,No Data,97 - NOT APPLICABLE,I - AMER. INDIAN/ALASKAN NATIVE,2 - FEMALE,42
19674052,N - NOT INJURED,,SATURDAY,SAME DIRECTION - BOTH GOING STRAIGHT-REAR END,65,1 - DRY,No Data,24,1 - CLEAR,"P4 - PASSENGER CAR, 4-DOOR",27,,97 - NOT APPLICABLE,H - HISPANIC,1 - MALE,73
19471526,N - NOT INJURED,19:15:00,MONDAY,SAME DIRECTION - ONE STRAIGHT-ONE STOPPED,40,1 - DRY,No Data,No Data,1 - CLEAR,,27,No Data,97 - NOT APPLICABLE,W - WHITE,2 - FEMALE,50
19534222,C - POSSIBLE INJURY,17:40:00,,OPPOSITE DIRECTION - ONE STRAIGHT-ONE LEFT TURN,45,1 - DRY,No Data,72,1 - CLEAR,SV - SPORT UTILITY VEHICLE,34,No Data,No Data,B - BLACK,2 - FEMALE,73
19607184,A - SUSPECTED SERIOUS INJURY,06:03:00,MONDAY,OPPOSITE DIRECTION - BOTH GOING STRAIGHT,60,1 - DRY,No Data,22,2 - CLOUDY,PK - PICKUP,60,No Data,97 - NOT APPLICABLE,W - WHITE,1 - MALE,118
19734745,B - SUSPECTED MINOR INJURY,12:40:00,TUESDAY,ANGLE - ONE STRAIGHT-ONE RIGHT TURN,30,1 - DRY,No Data,No Data,1 - CLEAR,"P4 - PASSENGER CAR, 4-DOOR",23,No Data,No Data,A - ASIAN,2 - FEMALE,66
19476211,B - SUSPECTED MINOR INJURY,08:55:00,SATURDAY,ANGLE - ONE STRAIGHT-ONE LEFT TURN,55,1 - DRY,No Data,22,,PK - PICKUP,,No Data,97 - NOT APPLICABLE,H - HISPANIC,1 - MALE,116
19699549,N - NOT INJURED,00:27:00,WEDNESDAY,ONE MOTOR VEHICLE - GOING STRAIGHT,30,1 - DRY,No Data,No Data,1 - CLEAR,"P4 - PASSENGER CAR, 4-DOOR",,No Data,97 - NOT APPLICABLE,,1 - MALE,68
19635592,B - SUSPECTED MINOR INJURY,21:02:00,TUESDAY,SAME DIRECTION - BOTH GOING STRAIGHT-SIDESWIPE,70,1 - DRY,No Data,48,1 - CLEAR,SV - SPORT UTILITY VEHICLE,52,No Data,No Data,H - HISPANIC,1 - MALE,49
19738192,N - NOT INJURED,,SATURDAY,SAME DIRECTION - BOTH RIGHT TURN,40,1 - DRY,No Data,72,1 - CLEAR,VN - VAN,,No Data,97 - NOT APPLICABLE,I - AMER. INDIAN/ALASKAN NATIVE,2 - FEMALE,20
19728779,N - NOT INJURED,17:49:00,TUESDAY,ANGLE - BOTH GOING STRAIGHT,35,1 - DRY,No Data,55,1 - CLEAR,SV - SPORT UTILITY VEHICLE,14,No Data,No Data,W - WHITE,,43
19701672,N - NOT INJURED,14:05:00,THURSDAY,ANGLE - BOTH GOING STRAIGHT,40,1 - DRY,No Data,No Data,1 - CLEAR,"P4 - PASSENGER CAR, 4-DOOR",48,No Data,97 - NOT APPLICABLE,A - ASIAN,2 - FEMALE,37
19612825,N - NOT INJURED,09:04:00,SATURDAY,ONE MOTOR VEHICLE - TURNING RIGHT,50,1 - DRY,No Data,No Data,1 - CLEAR,"P4 - PASSENGER CAR, 4-DOOR",76,No Data,97 - NOT APPLICABLE,A - ASIAN,1 - MALE,59
19526163,N - NOT INJURED,17:49:00,WEDNESDAY,SAME DIRECTION - BOTH GOING STRAIGHT-SIDESWIPE,50,1 - DRY,No Data,No Data,1 - CLEAR,,46,,,A - ASIAN,1 - MALE,141
19705777,N - NOT INJURED,17:10:00,,SAME DIRECTION - BOTH GOING STRAIGHT-SIDESWIPE,45,1 - DRY,No Data,,1 - CLEAR,SV - SPORT UTILITY VEHICLE,68,No Data,97 - NOT APPLICABLE,W - WHITE,2 - FEMALE,25
19764867,N - NOT INJURED,,THURSDAY,SAME DIRECTION - BOTH GOING STRAIGHT-SIDESWIPE,70,2 - WET,No Data,48,3 - RAIN,SV - SPORT UTILITY VEHICLE,0,No Data,No Data,W - WHITE,2 - FEMALE,60
19673328,N - NOT INJURED,17:33:00,TUESDAY,SAME DIRECTION - BOTH GOING STRAIGHT-REAR END,55,1 - DRY,No Data,24,1 - CLEAR,"P4 - PASSENGER CAR, 4-DOOR",41,No Data,97 - NOT APPLICABLE,,1 - MALE,37
19679168,N - NOT INJURED,14:01:00,MONDAY,SAME DIRECTION - ONE STRAIGHT-ONE STOPPED,35,1 - DRY,No Data,No Data,1 - CLEAR,AM - AMBULANCE,25,No Data,97 - NOT APPLICABLE,W - WHITE,,36
19591147,C - POSSIBLE INJURY,15:39:00,THURSDAY,SAME DIRECTION - ONE STRAIGHT-ONE STOPPED,40,1 - DRY,No Data,50,,SV - SPORT UTILITY VEHICLE,18,No Data,97 - NOT APPLICABLE,W - WHITE,2 - FEMALE,44
19717004,B - SUSPECTED MINOR INJURY,09:27:00,SATURDAY,ANGLE - BOTH GOING STRAIGHT,40,1 - DRY,No Data,No Data,1 - CLEAR,TR - TRUCK,25,,No Data,,1 - MALE,115
19612407,N - NOT INJURED,19:52:00,WEDNESDAY,ONE MOTOR VEHICLE - GOING STRAIGHT,-1,1 - DRY,No Data,,,SV - SPORT UTILITY VEHICLE,,No Data,97 - NOT APPLICABLE,B - BLACK,2 - FEMALE,13
19613023,C - POSSIBLE INJURY,08:44:00,FRIDAY,ONE MOTOR VEHICLE - GOING STRAIGHT,70,2 - WET,No Data,No Data,2 - CLOUDY,PK - PICKUP,25,No Data,No Data,H - HISPANIC,,44
19559261,N - NOT INJURED,00:19:00,TUESDAY,ONE MOTOR VEHICLE - GOING STRAIGHT,40,1 - DRY,No Data,No Data,1 - CLEAR,"P4 - PASSENGER CAR, 4-DOOR",23,No Data,97 - NOT APPLICABLE,H - HISPANIC,1 - MALE,41
19575652,N - NOT INJURED,08:36:00,FRIDAY,ANGLE - BOTH GOING STRAIGHT,55,1 - DRY,No Data,,1 - CLEAR,TR - TRUCK,16,No Data,97 - NOT APPLICABLE,W - WHITE,2 - FEMALE,46
19618676,N - NOT INJURED,08:50:00,,SAME DIRECTION - ONE STRAIGHT-ONE STOPPED,45,1 - DRY,No Data,72,1 - CLEAR,SV - SPORT UTILITY VEHICLE,32,,97 - NOT APPLICABLE,B - BLACK,2 - FEMALE,35
19710168,B - SUSPECTED MINOR INJURY,19:31:00,,ANGLE - ONE STRAIGHT-ONE LEFT TURN,50,1 - DRY,No Data,24,1 - CLEAR,SV - SPORT UTILITY VEHICLE,31,No Data,,W - WHITE,1 - MALE,32
19499777,C - POSSIBLE INJURY,08:30:00,THURSDAY,SAME DIRECTION - BOTH GOING STRAIGHT-SIDESWIPE,70,1 - DRY,No Data,72,2 - CLOUDY,VN - VAN,20,No Data,No Data,A - ASIAN,,41
19568279,N - NOT INJURED,10:30:00,,ANGLE - ONE STRAIGHT-ONE LEFT TURN,35,1 - DRY,No Data,No Data,,SV - SPORT UTILITY VEHICLE,,No Data,97 - NOT APPLICABLE,B - BLACK,1 - MALE,35
19686893,N - NOT INJURED,10:16:00,FRIDAY,ONE MOTOR VEHICLE - BACKING,25,1 - DRY,No Data,No Data,1 - CLEAR,VN - VAN,66,,97 - NOT APPLICABLE,H - HISPANIC,1 - MALE,71
19483096,99 - UNKNOWN,22:09:00,WEDNESDAY,ONE MOTOR VEHICLE - OTHER,35,1 - DRY,No Data,,1 - CLEAR,99 - UNKNOWN,No Data,No Data,97 - NOT APPLICABLE,99 - UNKNOWN,99 - UNKNOWN,23
19725876,N - NOT INJURED,,MONDAY,SAME DIRECTION - BOTH RIGHT TURN,50,1 - DRY,No Data,72,1 - CLEAR,"P4 - PASSENGER CAR, 4-DOOR",40,No Data,97 - NOT APPLICABLE,W - WHITE,1 - MALE,20
19701609,N - NOT INJURED,23:24:00,FRIDAY,SAME DIRECTION - BOTH GOING STRAIGHT-SIDESWIPE,70,1 - DRY,No Data,78,1 - CLEAR,99 - UNKNOWN,No Data,No Data,97 - NOT APPLICABLE,,,6
19702891,N - NOT INJURED,,THURSDAY,ANGLE - ONE STRAIGHT-ONE RIGHT TURN,40,1 - DRY,No Data,,1 - CLEAR,"P4 - PASSENGER CAR, 4-DOOR",37,No Data,97 - NOT APPLICABLE,H - HISPANIC,2 - FEMALE,101
19704893,N - NOT INJURED,17:15:00,TUESDAY,SAME DIRECTION - BOTH GOING STRAIGHT-SIDESWIPE,50,1 - DRY,No Data,72,1 - CLEAR,SV - SPORT UTILITY VEHICLE,1,No Data,No Data,H - HISPANIC,1 - MALE,10
19637596,N - NOT INJURED,11:24:00,,ANGLE - ONE STRAIGHT-ONE LEFT TURN,45,1 - DRY,No Data,24,1 - CLEAR,"P4 - PASSENGER CAR, 4-DOOR",,No Data,97 - NOT APPLICABLE,A - ASIAN,2 - FEMALE,40
19699967,99 - UNKNOWN,03:36:00,SUNDAY,ONE MOTOR VEHICLE - TURNING LEFT,40,1 - DRY,No Data,No Data,1 - CLEAR,"P4 - PASSENGER CAR, 4-DOOR",No Data,No Data,97 - NOT APPLICABLE,99 - UNKNOWN,,409
19584101,N - NOT INJURED,09:31:00,,OPPOSITE DIRECTION - ONE STRAIGHT-ONE STOPPED,35,1 - DRY,No Data,No Data,1 - CLEAR,VN - VAN,18,No Data,97 - NOT APPLICABLE,W - WHITE,1 - MALE,77
19629186,N - NOT INJURED,18:24:00,,SAME DIRECTION - BOTH GOING STRAIGHT-REAR END,70,1 - DRY,No Data,72,1 - CLEAR,SV - SPORT UTILITY VEHICLE,18,No Data,97 - NOT APPLICABLE,W - WHITE,1 - MALE,34
19728842,N - NOT INJURED,21:49:00,MONDAY,SAME DIRECTION - BOTH GOING STRAIGHT-SIDESWIPE,50,1 - DRY,No Data,No Data,1 - CLEAR,99 - UNKNOWN,No Data,No Data,97 - NOT APPLICABLE,99 - UNKNOWN,99 - UNKNOWN,180
19712154,N - NOT INJURED,18:45:00,SUNDAY,SAME DIRECTION - BOTH GOING STRAIGHT-SIDESWIPE,40,1 - DRY,No Data,No Data,,SV - SPORT UTILITY VEHICLE,28,No Data,No Data,W - WHITE,2 - FEMALE,115
19614698,N - NOT INJURED,08:31:00,TUESDAY,SAME DIRECTION - BOTH GOING STRAIGHT-REAR END,70,1 - DRY,No Data,No Data,1 - CLEAR,PK - PICKUP,37,No Data,97 - NOT APPLICABLE,W - WHITE,,44
19492822,N - NOT INJURED,17:28:00,TUESDAY,SAME DIRECTION - ONE STRAIGHT-ONE STOPPED,40,1 - DRY,No Data,No Data,1 - CLEAR,SV - SPORT UTILITY VEHICLE,35,No Data,97 - NOT APPLICABLE,W - WHITE,2 - FEMALE,50
19718574,N - NOT INJURED,11:06:00,THURSDAY,SAME DIRECTION - BOTH GOING STRAIGHT-SIDESWIPE,70,1 - DRY,No Data,48,,TT - TRUCK TRACTOR,62,No Data,97 - NOT APPLICABLE,,,84
19747041,N - NOT INJURED,21:19:00,THURSDAY,OPPOSITE DIRECTION - ONE STRAIGHT-ONE LEFT TURN,50,1 - DRY,No Data,72,1 - CLEAR,"P4 - PASSENGER CAR, 4-DOOR",30,No Data,97 - NOT APPLICABLE,H - HISPANIC,,43
19751644,N - NOT INJURED,11:30:00,MONDAY,SAME DIRECTION - BOTH GOING STRAIGHT-SIDESWIPE,50,1 - DRY,No Data,No Data,1 - CLEAR,SV - SPORT UTILITY VEHICLE,59,No Data,97 - NOT APPLICABLE,A - ASIAN,1 - MALE,180
19726644,N - NOT INJURED,16:55:00,MONDAY,ANGLE - ONE RIGHT TURN-ONE STOPPED,30,1 - DRY,No Data,No Data,1 - CLEAR,SV - SPORT UTILITY VEHICLE,68,No Data,,W - WHITE,2 - FEMALE,42
19635590,B - SUSPECTED MINOR INJURY,21:35:00,SATURDAY,SAME DIRECTION - BOTH GOING STRAIGHT-SIDESWIPE,70,2 - WET,No Data,48,1 - CLEAR,PK - PICKUP,75,,,W - WHITE,1 - MALE,107
19708114,N - NOT INJURED,22:17:00,SUNDAY,OPPOSITE DIRECTION - ONE STRAIGHT-ONE LEFT TURN,30,1 - DRY,No Data,No Data,,"P4 - PASSENGER CAR, 4-DOOR",31,No Data,No Data,H - HISPANIC,1 - MALE,45
19705400,N - NOT INJURED,13:20:00,FRIDAY,ANGLE - ONE LEFT TURN-ONE STOPPED,50,1 - DRY,No Data,72,1 - CLEAR,SV - SPORT UTILITY VEHICLE,26,No Data,No Data,99 - UNKNOWN,2 - FEMALE,29
19696860,N - NOT INJURED,12:08:00,SATURDAY,ONE MOTOR VEHICLE - GOING STRAIGHT,30,1 - DRY,No Data,55,1 - CLEAR,"P4 - PASSENGER CAR, 4-DOOR",27,No Data,97 - NOT APPLICABLE,,,16
19679046,A - SUSPECTED SERIOUS INJURY,20:00:00,,ONE MOTOR VEHICLE - GOING STRAIGHT,-1,1 - DRY,No Data,No Data,1 - CLEAR,"P2 - PASSENGER CAR, 2-DOOR",16,No Data,No Data,W - WHITE,1 - MALE,111
19561860,C - POSSIBLE INJURY,13:53:00,MONDAY,ANGLE - ONE STRAIGHT-ONE LEFT TURN,40,1 - DRY,No Data,,1 - CLEAR,SV - SPORT UTILITY VEHICLE,51,No Data,97 - NOT APPLICABLE,,2 - FEMALE,97
19766004,C - POSSIBLE INJURY,07:38:00,WEDNESDAY,SAME DIRECTION - ONE STRAIGHT-ONE STOPPED,-1,1 - DRY,No Data,No Data,,PK - PICKUP,14,No Data,No Data,H - HISPANIC,2 - FEMALE,82
19719580,N - NOT INJURED,16:37:00,,OPPOSITE DIRECTION - ONE STRAIGHT-ONE LEFT TURN,50,1 - DRY,No Data,64,1 - CLEAR,SV - SPORT UTILITY VEHICLE,48,No Data,,B - BLACK,1 - MALE,43
19683809,N - NOT INJURED,17:19:00,,SAME DIRECTION - BOTH GOING STRAIGHT-SIDESWIPE,70,1 - DRY,No Data,No Data,1 - CLEAR,,24,No Data,97 - NOT APPLICABLE,W - WHITE,2 - FEMALE,72
19530226,B - SUSPECTED MINOR INJURY,,MONDAY,ANGLE - BOTH GOING STRAIGHT,55,1 - DRY,No Data,No Data,1 - CLEAR,PK - PICKUP,8,No Data,No Data,W - WHITE,1 - MALE,78
19515214,N - NOT INJURED,13:59:00,FRIDAY,SAME DIRECTION - ONE STRAIGHT-ONE STOPPED,50,1 - DRY,No Data,64,2 - CLOUDY,SV - SPORT UTILITY VEHICLE,25,No Data,97 - NOT APPLICABLE,,1 - MALE,23
19718942,99 - UNKNOWN,00:57:00,,ONE MOTOR VEHICLE - GOING STRAIGHT,70,1 - DRY,No Data,No Data,1 - CLEAR,PK - PICKUP,No Data,No Data,97 - NOT APPLICABLE,99 - UNKNOWN,99 - UNKNOWN,689
19698963,B - SUSPECTED MINOR INJURY,11:26:00,SATURDAY,SAME DIRECTION - ONE STRAIGHT-ONE RIGHT TURN,45,1 - DRY,No Data,72,1 - CLEAR,,72,No Data,97 - NOT APPLICABLE,W - WHITE,2 - FEMALE,46
19548246,C - POSSIBLE INJURY,08:35:00,TUESDAY,ANGLE - BOTH GOING STRAIGHT,45,1 - DRY,No Data,No Data,2 - CLOUDY,SV - SPORT UTILITY VEHICLE,35,No Data,97 - NOT APPLICABLE,,,50
19560959,N - NOT INJURED,07:25:00,TUESDAY,SAME DIRECTION - BOTH GOING STRAIGHT-REAR END,70,1 - DRY,No Data,72,1 - CLEAR,VN - VAN,36,No Data,No Data,W - WHITE,1 - MALE,20
19666794,N - NOT INJURED,13:29:00,MONDAY,SAME DIRECTION - BOTH LEFT TURN,30,1 - DRY,No Data,No Data,1 - CLEAR,SV - SPORT UTILITY VEHICLE,44,No Data,No Data,W - WHITE,2 - FEMALE,33
19528937,N - NOT INJURED,,SUNDAY,SAME DIRECTION - BOTH GOING STRAIGHT-REAR END,70,2 - WET,No Data,48,3 - RAIN,"P4 - PASSENGER CAR, 4-DOOR",27,No Data,No Data,W - WHITE,1 - MALE,35
19483112,B - SUSPECTED MINOR INJURY,03:50:00,FRIDAY,ONE MOTOR VEHICLE - GOING STRAIGHT,70,1 - DRY,No Data,48,,"P4 - PASSENGER CAR, 4-DOOR",20,No Data,No Data,A - ASIAN,2 - FEMALE,50
19651887,N - NOT INJURED,19:15:00,SATURDAY,ANGLE - ONE STRAIGHT-ONE LEFT TURN,50,1 - DRY,No Data,,1 - CLEAR,SV - SPORT UTILITY VEHICLE,8,No Data,No Data,H - HISPANIC,1 - MALE,81
19616387,N - NOT INJURED,18:02:00,FRIDAY,SAME DIRECTION - ONE STRAIGHT-ONE LEFT TURN,50,1 - DRY,No Data,72,2 - CLOUDY,,48,,,W - WHITE,1 - MALE,43
19618509,N - NOT INJURED,14:25:00,SATURDAY,SAME DIRECTION - ONE STRAIGHT-ONE STOPPED,60,1 - DRY,No Data,,1 - CLEAR,PK - PICKUP,27,No Data,97 - NOT APPLICABLE,H - HISPANIC,1 - MALE,35
19492748,B - SUSPECTED MINOR INJURY,19:15:00,THURSDAY,ANGLE - BOTH GOING STRAIGHT,45,1 - DRY,No Data,No Data,1 - CLEAR,"P4 - PASSENGER CAR, 4-DOOR",47,No Data,No Data,W - WHITE,1 - MALE,54
19471526,N - NOT INJURED,19:15:00,MONDAY,SAME DIRECTION - ONE STRAIGHT-ONE STOPPED,40,1 - DRY,No Data,No Data,1 - CLEAR,No Data,36,No Data,97 - NOT APPLICABLE,H - HISPANIC,1 - MALE,50
19634235,C - POSSIBLE INJURY,13:14:00,MONDAY,ANGLE - ONE STRAIGHT-ONE RIGHT TURN,40,1 - DRY,No Data,No Data,1 - CLEAR,SV - SPORT UTILITY VEHICLE,22,No Data,97 - NOT APPLICABLE,W - WHITE,1 - MALE,59
19519765,N - NOT INJURED,03:03:00,,SAME DIRECTION - BOTH GOING STRAIGHT-SIDESWIPE,70,2 - WET,No Data,72,3 - RAIN,SV - SPORT UTILITY VEHICLE,37,No Data,97 - NOT APPLICABLE,A - ASIAN,1 - MALE,55
19619299,N - NOT INJURED,14:08:00,FRIDAY,SAME DIRECTION - BOTH GOING STRAIGHT-SIDESWIPE,45,1 - DRY,No Data,64,,"P4 - PASSENGER CAR, 4-DOOR",59,No Data,97 - NOT APPLICABLE,W - WHITE,2 - FEMALE,52
19483226,N - NOT INJURED,01:43:00,TUESDAY,ONE MOTOR VEHICLE - GOING STRAIGHT,25,1 - DRY,No Data,No Data,1 - CLEAR,"P4 - PASSENGER CAR, 4-DOOR",37,No Data,97 - NOT APPLICABLE,W - WHITE,1 - MALE,43
19703369,N - NOT INJURED,,SUNDAY,ANGLE - BOTH GOING STRAIGHT,50,1 - DRY,No Data,72,1 - CLEAR,SV - SPORT UTILITY VEHICLE,3,No Data,No Data,W - WHITE,2 - FEMALE,52
19592769,N - NOT INJURED,18:39:00,,SAME DIRECTION - BOTH GOING STRAIGHT-REAR END,55,1 - DRY,No Data,48,2 - CLOUDY,SV - SPORT UTILITY VEHICLE,11,No Data,No Data,H - HISPANIC,1 - MALE,38
19695571,C - POSSIBLE INJURY,16:29:00,THURSDAY,SAME DIRECTION - BOTH GOING STRAIGHT-SIDESWIPE,70,1 - DRY,No Data,No Data,1 - CLEAR,BU - BUS,8,No Data,No Data,99 - UNKNOWN,1 - MALE,51
19637591,B - SUSPECTED MINOR INJURY,21:18:00,WEDNESDAY,ONE MOTOR VEHICLE - GOING STRAIGHT,70,1 - DRY,No Data,48,,TR - TRUCK,21,No Data,97 - NOT APPLICABLE,,2 - FEMALE,49
19480665,C - POSSIBLE INJURY,16:56:00,TUESDAY,ANGLE - BOTH GOING STRAIGHT,30,1 - DRY,No Data,No Data,2 - CLOUDY,SV - SPORT UTILITY VEHICLE,22,No Data,97 - NOT APPLICABLE,H - HISPANIC,,68
19524496,N - NOT INJURED,14:16:00,WEDNESDAY,SAME DIRECTION - BOTH GOING STRAIGHT-SIDESWIPE,70,1 - DRY,No Data,72,1 - CLEAR,SV - SPORT UTILITY VEHICLE,5,No Data,No Data,B - BLACK,2 - FEMALE,29
19657698,B - SUSPECTED MINOR INJURY,,MONDAY,ANGLE - BOTH GOING STRAIGHT,60,1 - DRY,No Data,64,1 - CLEAR,PK - PICKUP,24,No Data,97 - NOT APPLICABLE,H - HISPANIC,1 - MALE,30
19541254,N - NOT INJURED,12:12:00,SATURDAY,SAME DIRECTION - BOTH GOING STRAIGHT-REAR END,50,1 - DRY,No Data,72,1 - CLEAR,"P4 - PASSENGER CAR, 4-DOOR",21,No Data,97 - NOT APPLICABLE,,2 - FEMALE,45
19487777,N - NOT INJURED,06:35:00,MONDAY,OPPOSITE DIRECTION - ONE STRAIGHT-ONE BACKING,55,1 - DRY,No Data,,1 - CLEAR,SV - SPORT UTILITY VEHICLE,22,No Data,No Data,,2 - FEMALE,999
19680373,N - NOT INJURED,,MONDAY,SAME DIRECTION - BOTH GOING STRAIGHT-SIDESWIPE,70,1 - DRY,No Data,48,1 - CLEAR,"P4 - PASSENGER CAR, 4-DOOR",28,No Data,97 - NOT APPLICABLE,B - BLACK,1 - MALE,51
19548943,N - NOT INJURED,,WEDNESDAY,OPPOSITE DIRECTION - ONE STRAIGHT-ONE STOPPED,30,1 - DRY,No Data,No Data,1 - CLEAR,PC - POLICE CAR/TRUCK,31,No Data,No Data,W - WHITE,1 - MALE,45
19544654,N - NOT INJURED,12:25:00,SUNDAY,SAME DIRECTION - BOTH GOING STRAIGHT-SIDESWIPE,70,1 - DRY,No Data,72,2 - CLOUDY,"P4 - PASSENGER CAR, 4-DOOR",No Data,No Data,97 - NOT APPLICABLE,99 - UNKNOWN,99 - UNKNOWN,35
19616361,N - NOT INJURED,01:28:00,SATURDAY,ONE MOTOR VEHICLE - GOING STRAIGHT,15,1 - DRY,No Data,No Data,1 - CLEAR,TR - TRUCK,31,No Data,,W - WHITE,1 - MALE,82
19753220,N - NOT INJURED,18:47:00,FRIDAY,SAME DIRECTION - ONE STRAIGHT-ONE LEFT TURN,40,1 - DRY,No Data,No Data,1 - CLEAR,,17,No Data,97 - NOT APPLICABLE,B - BLACK,1 - MALE,50
19757646,N - NOT INJURED,16:34:00,FRIDAY,OPPOSITE DIRECTION - BOTH GOING STRAIGHT,40,1 - DRY,No Data,No Data,1 - CLEAR,99 - UNKNOWN,,No Data,97 - NOT APPLICABLE,99 - UNKNOWN,99 - UNKNOWN,96
19518528,N - NOT INJURED,08:49:00,THURSDAY,ANGLE - BOTH GOING STRAIGHT,45,1 - DRY,No Data,76,1 - CLEAR,"P4 - PASSENGER CAR, 4-DOOR",20,No Data,97 - NOT APPLICABLE,,1 - MALE,48
19635219,N - NOT INJURED,12:54:00,WEDNESDAY,SAME DIRECTION - BOTH RIGHT TURN,50,1 - DRY,No Data,72,1 - CLEAR,99 - UNKNOWN,No Data,No Data,,99 - UNKNOWN,99 - UNKNOWN,58
19726641,N - NOT INJURED,14:58:00,MONDAY,SAME DIRECTION - ONE STRAIGHT-ONE STOPPED,30,1 - DRY,No Data,No Data,1 - CLEAR,SV - SPORT UTILITY VEHICLE,33,No Data,,W - WHITE,2 - FEMALE,48
19686599,N - NOT INJURED,16:34:00,FRIDAY,ANGLE - BOTH GOING STRAIGHT,30,1 - DRY,No Data,No Data,1 - CLEAR,,39,No Data,97 - NOT APPLICABLE,W - WHITE,1 - MALE,16
19747899,B - SUSPECTED MINOR INJURY,11:09:00,SUNDAY,ONE MOTOR VEHICLE - GOING STRAIGHT,70,1 - DRY,No Data,48,1 - CLEAR,SV - SPORT UTILITY VEHICLE,17,No Data,97 - NOT APPLICABLE,B - BLACK,,74
19689403,N - NOT INJURED,12:57:00,FRIDAY,SAME DIRECTION - ONE STRAIGHT-ONE STOPPED,70,1 - DRY,No Data,48,1 - CLEAR,"P4 - PASSENGER CAR, 4-DOOR",23,No Data,97 - NOT APPLICABLE,B - BLACK,1 - MALE,49
19601026,N - NOT INJURED,14:20:00,WEDNESDAY,ONE MOTOR VEHICLE - GOING STRAIGHT,70,1 - DRY,No Data,48,1 - CLEAR,PK - PICKUP,30,No Data,97 - NOT APPLICABLE,W - WHITE,1 - MALE,25
19495714,C - POSSIBLE INJURY,15:22:00,THURSDAY,OPPOSITE DIRECTION - ONE STRAIGHT-ONE LEFT TURN,55,1 - DRY,No Data,72,1 - CLEAR,,70,No Data,97 - NOT APPLICABLE,B - BLACK,1 - MALE,49
